ticker,exchange,icb_code,icb_name,effective_from,effective_to,is_current,issuer_id,state_owner_pct,foreign_room_pct
ABS,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
ABT,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
ACB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
ACC,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
ACG,HOSE,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
ACL,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
ADG,HOSE,5555,Dịch vụ truyền thông,2020-01-01,,True,,,
ADP,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
ADS,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
AFX,HOSE,5337,Phân phối thực phẩm,2020-01-01,,True,,,
AGG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
AGR,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
ANT,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
ANV,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
APG,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
APH,HOSE,2723,Containers & Đóng gói,2020-01-01,,True,,,
ASG,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
ASM,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
ASP,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
AST,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
BAF,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
BCE,HOSE,2357,Xây dựng,2020-01-01,,True,,,
BCG,HOSE,8775,Tài chính đặc biệt,2020-01-01,,True,,,
BCM,HOSE,8633,Bất động sản,2020-01-01,,True,,,
BFC,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
BHN,HOSE,3533,Sản xuất bia,2020-01-01,,True,,,
BIC,HOSE,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
BID,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
BKG,HOSE,3726,Thiết bị gia dụng,2020-01-01,,True,,,
BMC,HOSE,1775,Khai khoáng,2020-01-01,,True,,,
BMI,HOSE,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
BMP,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
BRC,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
BSI,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
BSR,HOSE,0533,Sản xuất và Khai thác dầu khí,2020-01-01,,True,,,
BTP,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
BTT,HOSE,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
BVH,HOSE,8575,Bảo hiểm nhân thọ,2020-01-01,,True,,,
BWE,HOSE,7577,Nước,2020-01-01,,True,,,
C32,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
C47,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CCC,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CCI,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
CCL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
CDC,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CHP,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
CIG,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CII,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CKG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
CLC,HOSE,3785,Thuốc lá,2020-01-01,,True,,,
CLL,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
CLW,HOSE,7577,Nước,2020-01-01,,True,,,
CMG,HOSE,9533,Dịch vụ Máy tính,2020-01-01,,True,,,
CMV,HOSE,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
CMX,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
CNG,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
COM,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
CRC,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CRE,HOSE,8633,Bất động sản,2020-01-01,,True,,,
CRV,HOSE,8633,Bất động sản,2020-01-01,,True,,,
CSM,HOSE,3357,Lốp xe,2020-01-01,,True,,,
CSV,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
CTD,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CTF,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
CTG,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
CTI,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CTR,HOSE,2357,Xây dựng,2020-01-01,,True,,,
CTS,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
CVT,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
D2D,HOSE,8633,Bất động sản,2020-01-01,,True,,,
DAH,HOSE,5753,Khách sạn,2020-01-01,,True,,,
DAT,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
DBC,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
DBD,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
DBT,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
DC4,HOSE,2357,Xây dựng,2020-01-01,,True,,,
DCL,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
DCM,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
DGC,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
DGW,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
DHA,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DHC,HOSE,1737,Sản xuất giấy,2020-01-01,,True,,,
DHG,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
DHM,HOSE,1775,Khai khoáng,2020-01-01,,True,,,
DIG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
DLG,HOSE,2357,Xây dựng,2020-01-01,,True,,,
DMC,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
DPG,HOSE,2357,Xây dựng,2020-01-01,,True,,,
DPM,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
DPR,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
DQC,HOSE,3726,Thiết bị gia dụng,2020-01-01,,True,,,
DRC,HOSE,3357,Lốp xe,2020-01-01,,True,,,
DRH,HOSE,8633,Bất động sản,2020-01-01,,True,,,
DRL,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
DSC,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
DSE,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
DSN,HOSE,5755,Dịch vụ giải trí,2020-01-01,,True,,,
DTA,HOSE,8633,Bất động sản,2020-01-01,,True,,,
DTL,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
DTT,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
DVP,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
DXG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
DXS,HOSE,8637,"Tư Vấn, Định giá, Môi giới Bất động sản",2020-01-01,,True,,,
DXV,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
EIB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
ELC,HOSE,9578,Thiết bị viễn thông,2020-01-01,,True,,,
EVE,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
EVF,HOSE,8773,Tài chính cá nhân,2020-01-01,,True,,,
EVG,HOSE,2357,Xây dựng,2020-01-01,,True,,,
FCM,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
FCN,HOSE,2357,Xây dựng,2020-01-01,,True,,,
FDC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
FIR,HOSE,8633,Bất động sản,2020-01-01,,True,,,
FIT,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
FMC,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
FPT,HOSE,9537,Phần mềm,2020-01-01,,True,,,
FRT,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
FTS,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
GAS,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
GDT,HOSE,3726,Thiết bị gia dụng,2020-01-01,,True,,,
GEE,HOSE,2737,Thiết bị điện,2020-01-01,,True,,,
GEG,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
GEL,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
GEX,HOSE,2737,Thiết bị điện,2020-01-01,,True,,,
GHC,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
GIL,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
GMD,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
GMH,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
GSP,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
GTA,HOSE,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
GVR,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
HAG,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
HAH,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
HAP,HOSE,1737,Sản xuất giấy,2020-01-01,,True,,,
HAR,HOSE,8633,Bất động sản,2020-01-01,,True,,,
HAS,HOSE,2357,Xây dựng,2020-01-01,,True,,,
HAX,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
HCD,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
HCM,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
HDB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
HDC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
HDG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
HHP,HOSE,1737,Sản xuất giấy,2020-01-01,,True,,,
HHS,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
HHV,HOSE,2357,Xây dựng,2020-01-01,,True,,,
HID,HOSE,2357,Xây dựng,2020-01-01,,True,,,
HII,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
HMC,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
HNA,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
HPA,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
HPG,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
HPX,HOSE,8633,Bất động sản,2020-01-01,,True,,,
HQC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
HRC,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
HSG,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
HSL,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
HT1,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
HTG,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
HTI,HOSE,2357,Xây dựng,2020-01-01,,True,,,
HTL,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
HTN,HOSE,8633,Bất động sản,2020-01-01,,True,,,
HTV,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
HU1,HOSE,2357,Xây dựng,2020-01-01,,True,,,
HUB,HOSE,2357,Xây dựng,2020-01-01,,True,,,
HVH,HOSE,2357,Xây dựng,2020-01-01,,True,,,
HVN,HOSE,5751,Hàng không,2020-01-01,,True,,,
ICT,HOSE,9537,Phần mềm,2020-01-01,,True,,,
IDI,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
IJC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
ILB,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
IMP,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
ITC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
ITD,HOSE,9537,Phần mềm,2020-01-01,,True,,,
JVC,HOSE,4535,Thiết bị y tế,2020-01-01,,True,,,
KBC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
KDC,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
KDH,HOSE,8633,Bất động sản,2020-01-01,,True,,,
KHG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
KHP,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
KLB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
KMR,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
KOS,HOSE,8633,Bất động sản,2020-01-01,,True,,,
KSB,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
L10,HOSE,2757,Máy công nghiệp,2020-01-01,,True,,,
LAF,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
LBM,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
LCG,HOSE,2357,Xây dựng,2020-01-01,,True,,,
LDG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
LGC,HOSE,2357,Xây dựng,2020-01-01,,True,,,
LGL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
LHG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
LIX,HOSE,3767,Hàng cá nhân,2020-01-01,,True,,,
LM8,HOSE,2357,Xây dựng,2020-01-01,,True,,,
LPB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
LSS,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
MBB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
MCH,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
MCM,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
MCP,HOSE,2723,Containers & Đóng gói,2020-01-01,,True,,,
MDG,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
MHC,HOSE,2779,Dịch vụ vận tải,2020-01-01,,True,,,
MIG,HOSE,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
MSB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
MSH,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
MSN,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
MWG,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
NAB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
NAF,HOSE,3537,Đồ uống & giải khát,2020-01-01,,True,,,
NAV,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
NBB,HOSE,8633,Bất động sản,2020-01-01,,True,,,
NCT,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
NHA,HOSE,2357,Xây dựng,2020-01-01,,True,,,
NHH,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
NHT,HOSE,3747,Đồ chơi,2020-01-01,,True,,,
NKG,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
NLG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
NNC,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
NO1,HOSE,2757,Máy công nghiệp,2020-01-01,,True,,,
NSC,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
NT2,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
NTC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
NTL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
NVL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
NVT,HOSE,8633,Bất động sản,2020-01-01,,True,,,
OCB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
OGC,HOSE,8775,Tài chính đặc biệt,2020-01-01,,True,,,
OPC,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
ORS,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
PAC,HOSE,2733,Hàng điện & điện tử,2020-01-01,,True,,,
PAN,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
PC1,HOSE,2357,Xây dựng,2020-01-01,,True,,,
PDN,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
PDR,HOSE,8633,Bất động sản,2020-01-01,,True,,,
PDV,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
PET,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
PGC,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
PGD,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
PGI,HOSE,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
PGV,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
PHC,HOSE,2357,Xây dựng,2020-01-01,,True,,,
PHR,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
PIT,HOSE,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
PJT,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
PLP,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
PLX,HOSE,0533,Sản xuất và Khai thác dầu khí,2020-01-01,,True,,,
PMG,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
PNC,HOSE,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
PNJ,HOSE,3767,Hàng cá nhân,2020-01-01,,True,,,
POW,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
PPC,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
PTB,HOSE,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
PTC,HOSE,2357,Xây dựng,2020-01-01,,True,,,
PTL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
PVD,HOSE,0573,Thiết bị và Dịch vụ Dầu khí,2020-01-01,,True,,,
PVP,HOSE,2779,Dịch vụ vận tải,2020-01-01,,True,,,
PVT,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
QCG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
QNP,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
RAL,HOSE,3726,Thiết bị gia dụng,2020-01-01,,True,,,
REE,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
RYG,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
S4A,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SAB,HOSE,3533,Sản xuất bia,2020-01-01,,True,,,
SAM,HOSE,9578,Thiết bị viễn thông,2020-01-01,,True,,,
SAV,HOSE,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
SBA,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SBG,HOSE,2727,Công nghiệp phức hợp,2020-01-01,,True,,,
SBT,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
SBV,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
SC5,HOSE,2357,Xây dựng,2020-01-01,,True,,,
SCR,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SCS,HOSE,5751,Hàng không,2020-01-01,,True,,,
SFC,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
SFG,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
SFI,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
SGN,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
SGR,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SGT,HOSE,9535,Internet,2020-01-01,,True,,,
SHA,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
SHB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
SHI,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
SHP,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SIP,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SJD,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SJS,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SKG,HOSE,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
SMA,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SMB,HOSE,3533,Sản xuất bia,2020-01-01,,True,,,
SMC,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
SPM,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
SRC,HOSE,3357,Lốp xe,2020-01-01,,True,,,
SRF,HOSE,2757,Máy công nghiệp,2020-01-01,,True,,,
SSB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
SSC,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
SSI,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
ST8,HOSE,9574,Thiết bị văn phòng,2020-01-01,,True,,,
STB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
STG,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
STK,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
SVC,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
SVD,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
SVT,HOSE,5377,Dịch vụ tiêu dùng chuyên ngành,2020-01-01,,True,,,
SZC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SZL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TAL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TBC,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
TCB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
TCD,HOSE,2357,Xây dựng,2020-01-01,,True,,,
TCH,HOSE,8633,Bất động sản,2020-01-01,,True,,,
