ticker,exchange,icb_code,icb_name,effective_from,effective_to,is_current,issuer_id,state_owner_pct,foreign_room_pct
DTI,UPCOM,5753,Khách sạn,2020-01-01,,True,,,
DTP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DUS,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
DVC,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
DVG,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DVN,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DVT,UPCOM,2793,Đào tạo & Việc làm,2020-01-01,,True,,,
DVW,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
DWC,UPCOM,7577,Nước,2020-01-01,,True,,,
DWS,UPCOM,7577,Nước,2020-01-01,,True,,,
DXL,UPCOM,5753,Khách sạn,2020-01-01,,True,,,
DZM,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
E12,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
E29,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
ECO,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
EFI,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
EGL,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
EIC,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
EIN,UPCOM,5753,Khách sạn,2020-01-01,,True,,,
EME,UPCOM,2737,Thiết bị điện,2020-01-01,,True,,,
EMG,UPCOM,2737,Thiết bị điện,2020-01-01,,True,,,
EMS,UPCOM,2771,Chuyển phát nhanh,2020-01-01,,True,,,
F88,UPCOM,8773,Tài chính cá nhân,2020-01-01,,True,,,
FBC,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
FCC,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
FCS,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
FGL,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
FHN,UPCOM,5337,Phân phối thực phẩm,2020-01-01,,True,,,
FHS,UPCOM,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
FIC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
FOC,UPCOM,5555,Dịch vụ truyền thông,2020-01-01,,True,,,
FOX,UPCOM,6535,Viễn thông cố định,2020-01-01,,True,,,
FRC,UPCOM,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
FRM,UPCOM,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
FSO,UPCOM,2753,Xe tải & Đóng tàu,2020-01-01,,True,,,
FT1,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
FTI,UPCOM,3355,Phụ tùng ô tô,2020-01-01,,True,,,
FTM,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
G20,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
G36,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
GCB,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
GCF,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
GDA,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
GER,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
GGG,UPCOM,3353,Sản xuất ô tô,2020-01-01,,True,,,
GH3,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
GLC,UPCOM,1777,Khai thác vàng,2020-01-01,,True,,,
GLW,UPCOM,7577,Nước,2020-01-01,,True,,,
GMC,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
GND,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
GPC,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
GSM,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
GTD,UPCOM,3765,Giầy dép,2020-01-01,,True,,,
GTS,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
GTT,UPCOM,5755,Dịch vụ giải trí,2020-01-01,,True,,,
GVT,UPCOM,1737,Sản xuất giấy,2020-01-01,,True,,,
H11,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HAC,UPCOM,8777,Môi giới chứng khoán,2020-01-01,,True,,,
HAF,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
HAM,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
HAN,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HAV,UPCOM,3535,Vang & Rượu mạnh,2020-01-01,,True,,,
HBC,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HBD,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
HBH,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
HC1,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HC3,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HCI,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HD2,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
HD6,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
HD8,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
HDM,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
HDP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
HDW,UPCOM,7577,Nước,2020-01-01,,True,,,
HEC,UPCOM,2791,Tư vấn & Hỗ trợ KD,2020-01-01,,True,,,
HEJ,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HEP,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
HES,UPCOM,5755,Dịch vụ giải trí,2020-01-01,,True,,,
HFB,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HFC,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
HFX,UPCOM,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
HGT,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
HHB,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
HHG,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
HHN,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
HIO,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
HJC,UPCOM,3785,Thuốc lá,2020-01-01,,True,,,
HKB,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
HLA,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
HLB,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
HLO,UPCOM,2733,Hàng điện & điện tử,2020-01-01,,True,,,
HLS,UPCOM,2733,Hàng điện & điện tử,2020-01-01,,True,,,
HLT,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
HLY,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
HMD,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
HMG,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
HMS,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HNB,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
HND,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
HNF,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
HNG,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
HNI,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
HNM,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
HNP,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
HNR,UPCOM,3535,Vang & Rượu mạnh,2020-01-01,,True,,,
HOT,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
HPB,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
HPD,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
HPH,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
HPI,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
HPM,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
HPO,UPCOM,2737,Thiết bị điện,2020-01-01,,True,,,
HPP,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
HPT,UPCOM,9537,Phần mềm,2020-01-01,,True,,,
HPW,UPCOM,7577,Nước,2020-01-01,,True,,,
HRB,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
HSA,UPCOM,2791,Tư vấn & Hỗ trợ KD,2020-01-01,,True,,,
HSM,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
HSP,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
HSV,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
HTE,UPCOM,2737,Thiết bị điện,2020-01-01,,True,,,
HTM,UPCOM,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
HTP,UPCOM,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
HTT,UPCOM,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
HU3,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HU4,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
HU6,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
HUG,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
HVA,UPCOM,8775,Tài chính đặc biệt,2020-01-01,,True,,,
HVX,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
HWS,UPCOM,7577,Nước,2020-01-01,,True,,,
IBD,UPCOM,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
ICC,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
ICF,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
ICI,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
ICN,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
IDP,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
IFS,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
IHK,UPCOM,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
ILA,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
ILC,UPCOM,2793,Đào tạo & Việc làm,2020-01-01,,True,,,
ILS,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
IME,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
IN4,UPCOM,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
IRC,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
ISG,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
ISH,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
IST,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
ITA,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
ITS,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
JOS,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
KCB,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
KGM,UPCOM,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
KHD,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
KHW,UPCOM,7577,Nước,2020-01-01,,True,,,
KHX,UPCOM,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
KIP,UPCOM,2737,Thiết bị điện,2020-01-01,,True,,,
KPF,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
KSQ,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
KTC,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
KTL,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
KTT,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
KVC,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
L12,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
L35,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
L43,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
L45,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
L61,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
L62,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
L63,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
LAI,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
LAW,UPCOM,7577,Nước,2020-01-01,,True,,,
LCM,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
LDW,UPCOM,7577,Nước,2020-01-01,,True,,,
LEC,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
LG9,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
LIC,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
LKW,UPCOM,7577,Nước,2020-01-01,,True,,,
LLM,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
LM3,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
LM7,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
LMC,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
LMH,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
LMI,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
LNC,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
LO5,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
LPT,UPCOM,2793,Đào tạo & Việc làm,2020-01-01,,True,,,
LQN,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
LSG,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
LTC,UPCOM,9572,Phần cứng,2020-01-01,,True,,,
LTG,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
LUT,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
M10,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
MA1,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
MBN,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MBT,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
MCG,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
MDA,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MDF,UPCOM,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
MEC,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
MEF,UPCOM,4537,Dụng cụ y tế,2020-01-01,,True,,,
MES,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
MFS,UPCOM,6575,Viễn thông di động,2020-01-01,,True,,,
MGC,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
MGG,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
MGR,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
MH3,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
MHL,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
MIE,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
MKP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
MLC,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MLS,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
MML,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
MNB,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
MND,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MPC,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
MPT,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
MPY,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MQB,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MQN,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MRF,UPCOM,4535,Thiết bị y tế,2020-01-01,,True,,,
MSR,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
MTA,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
MTB,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MTG,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
MTH,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MTL,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MTP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
MTS,UPCOM,2797,Nhà cung cấp thiết bị,2020-01-01,,True,,,
MTV,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
MVC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
MVN,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
MZG,UPCOM,1737,Sản xuất giấy,2020-01-01,,True,,,
NAC,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
NAS,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
NAU,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
NAW,UPCOM,7577,Nước,2020-01-01,,True,,,
NBE,UPCOM,5557,"Sách, ấn bản & sản phẩm văn hóa",2020-01-01,,True,,,
NBT,UPCOM,7577,Nước,2020-01-01,,True,,,
NCG,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
NCS,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
ND2,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
NDC,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
NDF,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
NDP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
NDT,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
NDW,UPCOM,7577,Nước,2020-01-01,,True,,,
NED,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
NGC,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
NHV,UPCOM,1755,Kim Loại màu,2020-01-01,,True,,,
NJC,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
NLS,UPCOM,7577,Nước,2020-01-01,,True,,,
NNT,UPCOM,7577,Nước,2020-01-01,,True,,,
NOS,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
NQB,UPCOM,7577,Nước,2020-01-01,,True,,,
NQN,UPCOM,7577,Nước,2020-01-01,,True,,,
NSG,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
NSL,UPCOM,7577,Nước,2020-01-01,,True,,,
NSS,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
NTF,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
NTT,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
NTW,UPCOM,7577,Nước,2020-01-01,,True,,,
NUE,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
NVP,UPCOM,7577,Nước,2020-01-01,,True,,,
NWT,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
NXT,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
ODE,UPCOM,5553,Giải trí & Truyền thông,2020-01-01,,True,,,
OIL,UPCOM,0533,Sản xuất và Khai thác dầu khí,2020-01-01,,True,,,
ONW,UPCOM,5755,Dịch vụ giải trí,2020-01-01,,True,,,
PAI,UPCOM,6535,Viễn thông cố định,2020-01-01,,True,,,
PAP,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
PAS,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
PAT,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
PBC,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
PBT,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
PCC,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
PCF,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
PCG,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
PCM,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
PDC,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
PEG,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
PEQ,UPCOM,0573,Thiết bị và Dịch vụ Dầu khí,2020-01-01,,True,,,
PFL,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
PGB,UPCOM,8355,Ngân hàng,2020-01-01,,True,,,
PHH,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
PHP,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
PHS,UPCOM,8777,Môi giới chứng khoán,2020-01-01,,True,,,
PID,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
PIS,UPCOM,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
PIV,UPCOM,8637,"Tư Vấn, Định giá, Môi giới Bất động sản",2020-01-01,,True,,,
PJS,UPCOM,7577,Nước,2020-01-01,,True,,,
PLA,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
PLE,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
PLO,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
PMJ,UPCOM,9578,Thiết bị viễn thông,2020-01-01,,True,,,
PMT,UPCOM,9578,Thiết bị viễn thông,2020-01-01,,True,,,
PMW,UPCOM,7577,Nước,2020-01-01,,True,,,
PND,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
PNG,UPCOM,5757,Nhà hàng và quán bar,2020-01-01,,True,,,
PNP,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
PNT,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
POB,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
POM,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
POS,UPCOM,0573,Thiết bị và Dịch vụ Dầu khí,2020-01-01,,True,,,
POV,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
PPH,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
PPI,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
PQN,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
PRO,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
PRT,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
PSB,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
